locus_tag	ftype	length_bp	gene	EC_number	COG	product
PROD_01803	CDS	1302	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
PROD_01804	CDS	285	hup			DNA-binding protein HU
PROD_01805	CDS	1329	ihfA			Integration host factor subunit alpha
PROD_01806	CDS	90				hypothetical protein
PROD_01807	CDS	4578				hypothetical protein
PROD_01808	CDS	468				hypothetical protein
PROD_01809	CDS	1953				hypothetical protein
PROD_01810	CDS	336				hypothetical protein
PROD_01811	CDS	2898				hypothetical protein
PROD_01812	CDS	555				hypothetical protein
PROD_01813	CDS	273				hypothetical protein
PROD_01814	CDS	1644	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
PROD_01815	CDS	894				hypothetical protein
PROD_01816	CDS	900	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
PROD_01817	CDS	903				hypothetical protein
PROD_01818	CDS	1584				hypothetical protein
PROD_01819	CDS	1053				hypothetical protein
PROD_01820	CDS	978				hypothetical protein
PROD_01821	CDS	936				hypothetical protein
PROD_01822	CDS	867				hypothetical protein
PROD_01823	CDS	474				hypothetical protein
PROD_01824	CDS	1689				hypothetical protein
PROD_01825	CDS	627				hypothetical protein
PROD_01826	CDS	1287				hypothetical protein
PROD_01827	CDS	1131				hypothetical protein
PROD_01828	CDS	1284				hypothetical protein
PROD_01829	CDS	909				hypothetical protein
PROD_01830	CDS	96				hypothetical protein
PROD_01831	CDS	615	nreC_1		COG2197	Oxygen regulatory protein NreC
PROD_01832	CDS	1827				hypothetical protein
PROD_01833	CDS	3111				hypothetical protein
PROD_01834	CDS	1191				hypothetical protein
PROD_01835	CDS	1056				hypothetical protein
PROD_01836	CDS	1758				hypothetical protein
PROD_01837	CDS	1431				hypothetical protein
PROD_01838	CDS	609				hypothetical protein
PROD_01839	CDS	1209				hypothetical protein
PROD_01840	CDS	1515	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
PROD_01841	CDS	1248	kdtA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
PROD_01842	CDS	1137	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
PROD_01843	CDS	204				hypothetical protein
PROD_01844	CDS	795				hypothetical protein
PROD_01845	CDS	483				hypothetical protein
PROD_01846	CDS	900	cynR			HTH-type transcriptional regulator CynR
PROD_01847	CDS	1485				hypothetical protein
PROD_01848	CDS	858				hypothetical protein
PROD_01849	CDS	1767	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
PROD_01850	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
PROD_01851	CDS	1338	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
PROD_01852	CDS	996				hypothetical protein
PROD_01853	CDS	828				hypothetical protein
PROD_01854	CDS	609				hypothetical protein
PROD_01855	CDS	450	mraZ		COG2001	Transcriptional regulator MraZ
PROD_01856	CDS	948	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
PROD_01857	CDS	489				hypothetical protein
PROD_01858	CDS	2148				hypothetical protein
PROD_01859	CDS	1458	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PROD_01860	CDS	1272	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
PROD_01861	CDS	1338	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
PROD_01862	CDS	1350	ftsW_1			Putative lipid II flippase FtsW
PROD_01863	CDS	2166	agaA	3.2.1.22		Alpha-galactosidase AgaA
PROD_01864	CDS	336				hypothetical protein
PROD_01865	CDS	1119	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
PROD_01866	CDS	1374	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
PROD_01867	CDS	744				hypothetical protein
PROD_01868	CDS	1452	ftsA			Cell division protein FtsA
PROD_01869	CDS	1335	ftsZ			Cell division protein FtsZ
PROD_01870	CDS	480	yqeY		COG1610	putative protein YqeY
PROD_01871	CDS	495				hypothetical protein
PROD_01872	CDS	813				hypothetical protein
PROD_01873	CDS	222				hypothetical protein
PROD_01874	CDS	594				hypothetical protein
PROD_01875	CDS	666	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
PROD_01876	CDS	546				hypothetical protein
PROD_01877	CDS	1524				hypothetical protein
PROD_01878	CDS	1092	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
PROD_01879	CDS	1524	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
PROD_01880	CDS	993	xerD_4			Tyrosine recombinase XerD
PROD_01881	CDS	108				hypothetical protein
PROD_01882	CDS	3240				hypothetical protein
PROD_01883	CDS	1605				hypothetical protein
PROD_01884	CDS	1863				hypothetical protein
PROD_01885	CDS	822				hypothetical protein
PROD_01886	CDS	2403				hypothetical protein
PROD_01887	CDS	897				hypothetical protein
PROD_01888	CDS	603	rnhB	3.1.26.4	COG0164	Ribonuclease HII
PROD_01889	CDS	1260	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
PROD_01890	CDS	1344	sufD		COG0719	FeS cluster assembly protein SufD
PROD_01891	CDS	756	sufC		COG0396	putative ATP-dependent transporter SufC
PROD_01892	CDS	1488	sufB		COG0719	FeS cluster assembly protein SufB
PROD_01893	CDS	252				hypothetical protein
PROD_01894	CDS	999				hypothetical protein
PROD_01895	CDS	627				hypothetical protein
PROD_01896	CDS	288				hypothetical protein
PROD_01897	tRNA	75				tRNA-Asn(gtt)
PROD_01898	CDS	264				hypothetical protein
PROD_01899	CDS	216				hypothetical protein
PROD_01900	CDS	222				hypothetical protein
PROD_01901	CDS	417				hypothetical protein
PROD_01902	CDS	1332				hypothetical protein
PROD_01903	CDS	258				hypothetical protein
PROD_01904	CDS	234				hypothetical protein
PROD_01905	CDS	246				hypothetical protein
PROD_01906	CDS	309				hypothetical protein
PROD_01907	CDS	246				hypothetical protein
PROD_01908	CDS	207				hypothetical protein
PROD_01909	CDS	636				hypothetical protein
PROD_01910	CDS	3123				hypothetical protein
PROD_01911	CDS	471				hypothetical protein
PROD_01912	CDS	2208				hypothetical protein
PROD_01913	CDS	348				hypothetical protein
PROD_01914	CDS	981	abnB	3.2.1.99		Intracellular endo-alpha-(1->5)-L-arabinanase
PROD_01915	CDS	576				hypothetical protein
PROD_01916	CDS	549	srpC		COG2059	putative chromate transport protein
PROD_01917	CDS	4143	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
PROD_01918	CDS	873				hypothetical protein
PROD_01919	CDS	456				hypothetical protein
PROD_01920	CDS	498				hypothetical protein
PROD_01921	CDS	549				hypothetical protein
PROD_01922	CDS	249				hypothetical protein
PROD_01923	CDS	207				hypothetical protein
PROD_01924	CDS	876	btuD_2	3.6.3.33		Vitamin B12 import ATP-binding protein BtuD
PROD_01925	CDS	870				hypothetical protein
PROD_01926	CDS	351				hypothetical protein
PROD_01927	CDS	729	yknY_3	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
PROD_01928	CDS	1260	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
PROD_01929	CDS	1245	macB_3	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
PROD_01930	CDS	1113	macA		COG0845	Macrolide export protein MacA
PROD_01931	CDS	1416				hypothetical protein
PROD_01932	CDS	615				hypothetical protein
PROD_01933	CDS	2721				hypothetical protein
PROD_01934	CDS	2664				hypothetical protein
PROD_01935	CDS	573				hypothetical protein
PROD_01936	CDS	1509				hypothetical protein
PROD_01937	CDS	858				hypothetical protein
PROD_01938	CDS	288				hypothetical protein
PROD_01939	tRNA	83				tRNA-Leu(tag)
PROD_01940	CDS	2613	mutS_1		COG0249	DNA mismatch repair protein MutS
PROD_01941	CDS	945				hypothetical protein
PROD_01942	CDS	564				hypothetical protein
PROD_01943	CDS	282				hypothetical protein
PROD_01944	CDS	654				hypothetical protein
PROD_01945	CDS	696				hypothetical protein
PROD_01946	CDS	654				hypothetical protein
PROD_01947	CDS	234				hypothetical protein
PROD_01948	CDS	699	cobB	3.5.1.-	COG0846	NAD-dependent protein deacylase
PROD_01949	CDS	588	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
PROD_01950	CDS	753	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
PROD_01951	CDS	351	divK			Polar-differentiation response regulator DivK
PROD_01952	CDS	1467	xylE_2			D-xylose-proton symporter
PROD_01953	CDS	468	guaD	3.5.4.3	COG0590	Guanine deaminase
PROD_01954	CDS	519				hypothetical protein
PROD_01955	CDS	570	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
PROD_01956	CDS	1131	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
PROD_01957	CDS	867	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
PROD_01958	CDS	108				hypothetical protein
PROD_01959	CDS	948				hypothetical protein
PROD_01960	CDS	798		2.4.1.-		PGL/p-HBAD biosynthesis glycosyltransferase
PROD_01961	CDS	1254	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PROD_01962	CDS	252				hypothetical protein
PROD_01963	CDS	1815	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
PROD_01964	CDS	456	rnhA	3.1.26.4	COG3341	Ribonuclease H
PROD_01965	CDS	234				hypothetical protein
PROD_01966	CDS	105				hypothetical protein
PROD_01967	CDS	999	ribD		COG0117	Riboflavin biosynthesis protein RibD
PROD_01968	CDS	888	prmC	2.1.1.297		Release factor glutamine methyltransferase
PROD_01969	CDS	513	recX			Regulatory protein RecX
PROD_01970	CDS	702				hypothetical protein
PROD_01971	CDS	639	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
PROD_01972	CDS	414				hypothetical protein
PROD_01973	CDS	1350	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PROD_01974	CDS	600				hypothetical protein
PROD_01975	CDS	408				hypothetical protein
PROD_01976	CDS	150				hypothetical protein
PROD_01977	CDS	252				hypothetical protein
PROD_01978	CDS	156				hypothetical protein
PROD_01979	CDS	804				hypothetical protein
PROD_01980	CDS	1110				hypothetical protein
PROD_01981	CDS	828				hypothetical protein
PROD_01982	tRNA	74				tRNA-Gly(gcc)
PROD_01983	tRNA	88				tRNA-Leu(taa)
PROD_01984	CDS	1680				hypothetical protein
PROD_01985	CDS	1059				hypothetical protein
PROD_01986	CDS	1548	comM		COG0606	Competence protein ComM
PROD_01987	CDS	687	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PROD_01988	CDS	696				hypothetical protein
PROD_01989	CDS	696				hypothetical protein
PROD_01990	CDS	972				hypothetical protein
PROD_01991	CDS	645				hypothetical protein
PROD_01992	CDS	891		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
PROD_01993	CDS	1062				hypothetical protein
PROD_01994	CDS	1842	cptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
PROD_01995	CDS	582	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
PROD_01996	CDS	567	gmk	2.7.4.8	COG0194	Guanylate kinase
PROD_01997	CDS	876				hypothetical protein
PROD_01998	CDS	1020				hypothetical protein
PROD_01999	CDS	2046	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
PROD_02000	CDS	984	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
PROD_02001	CDS	1053	cobD_2	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
PROD_02002	CDS	1539	cobQ			Cobyric acid synthase
PROD_02003	CDS	1068				hypothetical protein
PROD_02004	CDS	282				hypothetical protein
PROD_02005	CDS	1059				hypothetical protein
PROD_02006	CDS	99				hypothetical protein
PROD_02007	CDS	93				hypothetical protein
PROD_02008	CDS	1704				hypothetical protein
PROD_02009	CDS	726				hypothetical protein
PROD_02010	CDS	990				hypothetical protein
PROD_02011	CDS	1005				hypothetical protein
PROD_02012	CDS	660				hypothetical protein
PROD_02013	CDS	1245				hypothetical protein
PROD_02014	CDS	1017				hypothetical protein
PROD_02015	CDS	1311				hypothetical protein
PROD_02016	CDS	333				hypothetical protein
PROD_02017	CDS	762	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
PROD_02018	CDS	189				hypothetical protein
PROD_02019	CDS	108				hypothetical protein
PROD_02020	CDS	1536				hypothetical protein
PROD_02021	CDS	4329	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
PROD_02022	CDS	3813	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
PROD_02023	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
PROD_02024	CDS	519	rplJ		COG0244	50S ribosomal protein L10
PROD_02025	CDS	693	rplA			50S ribosomal protein L1
PROD_02026	CDS	441	rplK			50S ribosomal protein L11
PROD_02027	CDS	546	nusG_2		COG0250	Transcription termination/antitermination protein NusG
PROD_02028	CDS	192				hypothetical protein
PROD_02029	tRNA	74				tRNA-Trp(cca)
PROD_02030	CDS	1185	tufB		COG0050	Elongation factor Tu 2
PROD_02031	tRNA	73				tRNA-Thr(ggt)
PROD_02032	tRNA	74				tRNA-Gly(tcc)
PROD_02033	tRNA	84				tRNA-Tyr(gta)
PROD_02034	tRNA	75				tRNA-Thr(tgt)
PROD_02035	CDS	300				hypothetical protein
PROD_02036	CDS	903	xerC_9		COG4973	Tyrosine recombinase XerC
PROD_02037	CDS	192	rpsU			30S ribosomal protein S21
PROD_02038	CDS	183				hypothetical protein
PROD_02039	CDS	2484		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
PROD_02040	CDS	3006	mdtF		COG0841	Multidrug resistance protein MdtF
PROD_02041	CDS	3003	bepE_1			Efflux pump membrane transporter BepE
PROD_02042	CDS	1140				hypothetical protein
PROD_02043	CDS	1482				hypothetical protein
PROD_02044	CDS	279				hypothetical protein
PROD_02045	CDS	1134				hypothetical protein
PROD_02046	CDS	1800				hypothetical protein
PROD_02047	CDS	846				hypothetical protein
PROD_02048	CDS	477				hypothetical protein
PROD_02049	CDS	1119				hypothetical protein
PROD_02050	CDS	1083				hypothetical protein
PROD_02051	CDS	330				hypothetical protein
PROD_02052	CDS	2310				hypothetical protein
PROD_02053	CDS	804				hypothetical protein
PROD_02054	CDS	336				hypothetical protein
PROD_02055	CDS	120				hypothetical protein
PROD_02056	CDS	999				hypothetical protein
PROD_02057	CDS	585				hypothetical protein
PROD_02058	CDS	426				hypothetical protein
PROD_02059	CDS	1752				hypothetical protein
PROD_02060	CDS	126				hypothetical protein
PROD_02061	CDS	579				hypothetical protein
PROD_02062	CDS	1248				hypothetical protein
PROD_02063	CDS	438				hypothetical protein
PROD_02064	CDS	618				hypothetical protein
PROD_02065	CDS	1092				hypothetical protein
PROD_02066	CDS	255				hypothetical protein
PROD_02067	CDS	381				hypothetical protein
PROD_02068	CDS	153				hypothetical protein
PROD_02069	CDS	1269				hypothetical protein
PROD_02070	CDS	2343				hypothetical protein
PROD_02071	CDS	654				hypothetical protein
PROD_02072	CDS	351				hypothetical protein
PROD_02073	CDS	384				hypothetical protein
PROD_02074	CDS	582	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
PROD_02075	CDS	534	yrdA		COG0663	Protein YrdA
PROD_02076	CDS	993	mdh	1.1.1.37		Malate dehydrogenase
PROD_02077	CDS	1806				hypothetical protein
PROD_02078	CDS	1212	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
PROD_02079	CDS	897				hypothetical protein
PROD_02080	CDS	1362				hypothetical protein
PROD_02081	CDS	1362				hypothetical protein
PROD_02082	CDS	396				hypothetical protein
PROD_02083	CDS	525		3.6.1.25	COG2954	Inorganic triphosphatase
PROD_02084	CDS	153				hypothetical protein
PROD_02085	CDS	1122	prfB		COG1186	Peptide chain release factor RF2
PROD_02086	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
PROD_02087	CDS	2052	rny_2	3.1.-.-		Ribonuclease Y
PROD_02088	CDS	1569				hypothetical protein
PROD_02089	CDS	7017				hypothetical protein
PROD_02090	CDS	1845				hypothetical protein
PROD_02091	CDS	555				hypothetical protein
PROD_02092	CDS	567	yvqK	2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
PROD_02093	CDS	222				hypothetical protein
PROD_02094	CDS	1608				hypothetical protein
PROD_02095	CDS	2928	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
PROD_02096	CDS	3222	recB	3.1.11.5		RecBCD enzyme subunit RecB
PROD_02097	CDS	600				hypothetical protein
PROD_02098	CDS	165				hypothetical protein
PROD_02099	CDS	936				hypothetical protein
PROD_02100	CDS	843				hypothetical protein
PROD_02101	CDS	1455	egtB	1.14.99.-		Hercynine oxygenase
PROD_02102	CDS	828				hypothetical protein
PROD_02103	CDS	1566				hypothetical protein
PROD_02104	CDS	1044				hypothetical protein
PROD_02105	CDS	615				hypothetical protein
PROD_02106	CDS	1257	metK	2.5.1.6		S-adenosylmethionine synthase
PROD_02107	CDS	1017				hypothetical protein
PROD_02108	CDS	750				hypothetical protein
PROD_02109	CDS	465	rnpA	3.1.26.5		Ribonuclease P protein component
PROD_02110	CDS	1299	tyrS	6.1.1.1		Tyrosine--tRNA ligase
PROD_02111	tRNA	72				tRNA-Gln(ttg)
PROD_02112	CDS	3660				hypothetical protein
PROD_02113	CDS	417				hypothetical protein
PROD_02114	CDS	216				hypothetical protein
PROD_02115	CDS	3531				hypothetical protein
PROD_02116	CDS	4293				hypothetical protein
PROD_02117	CDS	2673				hypothetical protein
PROD_02118	CDS	3369	susC_4			TonB-dependent receptor SusC
PROD_02119	CDS	1824				hypothetical protein
PROD_02120	CDS	2091				hypothetical protein
PROD_02121	CDS	1815				hypothetical protein
PROD_02122	CDS	3243	susC_5			TonB-dependent receptor SusC
PROD_02123	CDS	1824				hypothetical protein
PROD_02124	CDS	2190	recD2_3	3.6.4.12		ATP-dependent RecD-like DNA helicase
PROD_02125	CDS	165				hypothetical protein
PROD_02126	CDS	699				hypothetical protein
PROD_02127	CDS	843	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
PROD_02128	CDS	801	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
PROD_02129	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
PROD_02130	CDS	936				hypothetical protein
PROD_02131	CDS	1086				hypothetical protein
PROD_02132	CDS	3003				hypothetical protein
PROD_02133	tRNA	73				tRNA-Arg(cct)
PROD_02134	CDS	1632				hypothetical protein
PROD_02135	CDS	1965		3.2.1.22		Retaining alpha-galactosidase
PROD_02136	CDS	2832				hypothetical protein
PROD_02137	CDS	222				hypothetical protein
PROD_02138	CDS	2499				hypothetical protein
PROD_02139	CDS	2190	glnA_3	6.3.1.2		Glutamine synthetase
PROD_02140	CDS	1341	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
PROD_02141	CDS	855	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PROD_02142	CDS	243				hypothetical protein
PROD_02143	CDS	240				hypothetical protein
PROD_02144	CDS	1347	gltD_2	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
PROD_02145	CDS	4557	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
PROD_02146	CDS	1371		3.4.24.-	COG0750	Putative zinc metalloprotease
PROD_02147	CDS	456				hypothetical protein
PROD_02148	CDS	165				hypothetical protein
PROD_02149	CDS	387				hypothetical protein
PROD_02150	CDS	885				hypothetical protein
PROD_02151	CDS	2766				hypothetical protein
PROD_02152	CDS	1587				hypothetical protein
PROD_02153	CDS	1611				hypothetical protein
PROD_02154	CDS	381	rpsL		COG0048	30S ribosomal protein S12
PROD_02155	CDS	477	rpsG		COG0049	30S ribosomal protein S7
PROD_02156	CDS	2118	fusA_2		COG0480	Elongation factor G
PROD_02157	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
PROD_02158	CDS	615	rplC		COG0087	50S ribosomal protein L3
PROD_02159	CDS	630	rplD			50S ribosomal protein L4
PROD_02160	CDS	360				hypothetical protein
PROD_02161	CDS	825	rplB		COG0090	50S ribosomal protein L2
PROD_02162	CDS	267	rpsS			30S ribosomal protein S19
PROD_02163	CDS	399				hypothetical protein
PROD_02164	CDS	723	rpsC		COG0092	30S ribosomal protein S3
PROD_02165	CDS	429	rplP		COG0197	50S ribosomal protein L16
PROD_02166	CDS	195	rpmC			50S ribosomal protein L29
PROD_02167	CDS	258	rpsQ			30S ribosomal protein S17
PROD_02168	CDS	366	rplN		COG0093	50S ribosomal protein L14
PROD_02169	CDS	348	rplX		COG0198	50S ribosomal protein L24
PROD_02170	CDS	555	rplE		COG0094	50S ribosomal protein L5
PROD_02171	CDS	303	rpsN		COG0199	30S ribosomal protein S14
PROD_02172	CDS	396	rpsH		COG0096	30S ribosomal protein S8
PROD_02173	CDS	570	rplF		COG0097	50S ribosomal protein L6
PROD_02174	CDS	345	rplR			50S ribosomal protein L18
PROD_02175	CDS	507	rpsE		COG0098	30S ribosomal protein S5
PROD_02176	CDS	177	rpmD		COG1841	50S ribosomal protein L30
PROD_02177	CDS	447	rplO		COG0200	50S ribosomal protein L15
PROD_02178	CDS	1356	secY		COG0201	Protein translocase subunit SecY
PROD_02179	CDS	762	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
PROD_02180	CDS	219	infA		COG0361	Translation initiation factor IF-1
PROD_02181	CDS	117	rpmJ			50S ribosomal protein L36
PROD_02182	CDS	381	rpsM			30S ribosomal protein S13
PROD_02183	CDS	339	rpsK		COG0100	30S ribosomal protein S11
PROD_02184	CDS	606	rpsD			30S ribosomal protein S4
PROD_02185	CDS	993	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PROD_02186	CDS	504	rplQ			50S ribosomal protein L17
PROD_02187	CDS	606				hypothetical protein
PROD_02188	CDS	3039				hypothetical protein
PROD_02189	CDS	873				hypothetical protein
PROD_02190	CDS	543				hypothetical protein
PROD_02191	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
PROD_02192	CDS	1284	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
PROD_02193	CDS	777				hypothetical protein
PROD_02194	CDS	588				hypothetical protein
PROD_02195	CDS	771				hypothetical protein
PROD_02196	CDS	1155				hypothetical protein
PROD_02197	CDS	555				hypothetical protein
PROD_02198	CDS	603				hypothetical protein
PROD_02199	CDS	1785				hypothetical protein
PROD_02200	CDS	954				hypothetical protein
PROD_02201	CDS	1053				hypothetical protein
PROD_02202	CDS	204				hypothetical protein
PROD_02203	CDS	213				hypothetical protein
PROD_02204	CDS	1866	mutS_2			DNA mismatch repair protein MutS
PROD_02205	CDS	1017				hypothetical protein
PROD_02206	CDS	600				hypothetical protein
PROD_02207	CDS	3027				hypothetical protein
PROD_02208	CDS	762				hypothetical protein
PROD_02209	CDS	639				hypothetical protein
PROD_02210	CDS	822		1.10.3.-	COG1496	Polyphenol oxidase
PROD_02211	CDS	1215	obg	3.6.5.-		GTPase Obg
PROD_02212	CDS	348	glnB		COG0347	Nitrogen regulatory protein P-II
PROD_02213	CDS	1254	amt			Ammonia channel
PROD_02214	CDS	717				hypothetical protein
PROD_02215	CDS	1677	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
PROD_02216	CDS	3240	susC_6			TonB-dependent receptor SusC
PROD_02217	CDS	1521				hypothetical protein
PROD_02218	CDS	1950				hypothetical protein
PROD_02219	CDS	1143				hypothetical protein
PROD_02220	CDS	477				hypothetical protein
PROD_02221	CDS	186				hypothetical protein
PROD_02222	CDS	1242				hypothetical protein
PROD_02223	CDS	2238		3.2.1.21	COG1472	Beta-glucosidase BoGH3A
PROD_02224	CDS	2298		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
PROD_02225	CDS	1674				hypothetical protein
PROD_02226	CDS	162				hypothetical protein
PROD_02227	CDS	1011	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
PROD_02228	CDS	1083				hypothetical protein
PROD_02229	CDS	1515	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
PROD_02230	CDS	540	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
PROD_02231	CDS	573	adk	2.7.4.3	COG0563	Adenylate kinase
PROD_02232	CDS	870				hypothetical protein
PROD_02233	CDS	2130	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
PROD_02234	CDS	705	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PROD_02235	CDS	189				hypothetical protein
PROD_02236	CDS	1383				hypothetical protein
PROD_02237	CDS	537	rpoE_1		COG1595	ECF RNA polymerase sigma-E factor
PROD_02238	CDS	591				hypothetical protein
PROD_02239	CDS	1026				hypothetical protein
PROD_02240	CDS	1419	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PROD_02241	CDS	903				hypothetical protein
PROD_02242	CDS	1557				hypothetical protein
PROD_02243	CDS	372	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
PROD_02244	CDS	2610				hypothetical protein
PROD_02245	CDS	885				hypothetical protein
PROD_02246	CDS	1317				hypothetical protein
PROD_02247	CDS	1203				hypothetical protein
PROD_02248	CDS	6249				hypothetical protein
PROD_02249	CDS	363				hypothetical protein
PROD_02250	CDS	219				hypothetical protein
PROD_02251	CDS	192				hypothetical protein
PROD_02252	CDS	1254				hypothetical protein
PROD_02253	CDS	2517				hypothetical protein
PROD_02254	CDS	738	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
PROD_02255	CDS	1455	exuT			Hexuronate transporter
PROD_02256	CDS	2622		5.1.1.1		Alanine racemase
PROD_02257	CDS	801				hypothetical protein
PROD_02258	CDS	2769				hypothetical protein
PROD_02259	CDS	1332	fucP		COG0738	L-fucose-proton symporter
PROD_02260	CDS	2514				hypothetical protein
PROD_02261	CDS	693	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
PROD_02262	CDS	480	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
PROD_02263	CDS	1092				hypothetical protein
PROD_02264	CDS	651				hypothetical protein
PROD_02265	CDS	1956	typA		COG1217	GTP-binding protein TypA/BipA
PROD_02266	CDS	645				hypothetical protein
PROD_02267	CDS	1347				hypothetical protein
PROD_02268	CDS	897				hypothetical protein
PROD_02269	CDS	270	rpsO		COG0184	30S ribosomal protein S15
PROD_02270	CDS	420	sulD		COG0801	Bifunctional folate synthesis protein
PROD_02271	CDS	1161	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
PROD_02272	CDS	711	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
PROD_02273	CDS	798	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
PROD_02274	CDS	276				hypothetical protein
PROD_02275	CDS	879	ftsX		COG2177	Cell division protein FtsX
PROD_02276	CDS	780				hypothetical protein
PROD_02277	CDS	774	lpxA_2	2.3.1.129		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PROD_02278	CDS	1380	oprM		COG1538	Outer membrane protein OprM
PROD_02279	CDS	3219	bepE_2			Efflux pump membrane transporter BepE
PROD_02280	CDS	1203	ttgG			Toluene efflux pump periplasmic linker protein TtgG
